severity level,percentile,ood-auroc,ood_avg_conf,id-acc,id-auroc,id_avg_conf,model name,confidence function,model name - confidence function
0,0.0,0.9024573328,-3.957706212997437,0.7955800000000001,0.817698859479123,-0.9836691617965698,xception65,entropy,xception65-entropy
1,0.09999999999999998,0.8761090936,-3.5955579280853267,0.7955800000000001,0.817698859479123,-0.9836691617965698,xception65,entropy,xception65-entropy
2,0.19999999999999996,0.8605494576,-3.412059783935547,0.7955800000000001,0.817698859479123,-0.9836691617965698,xception65,entropy,xception65-entropy
3,0.29999999999999993,0.848459238,-3.2650055885314937,0.7955800000000001,0.817698859479123,-0.9836691617965698,xception65,entropy,xception65-entropy
4,0.3999999999999999,0.8361418496,-3.135295867919922,0.7955800000000001,0.817698859479123,-0.9836691617965698,xception65,entropy,xception65-entropy
5,0.5,0.8203982536,-2.967763185501098,0.7955800000000001,0.817698859479123,-0.9836691617965698,xception65,entropy,xception65-entropy
6,0.6,0.8008117308,-2.7703053951263428,0.7955800000000001,0.817698859479123,-0.9836691617965698,xception65,entropy,xception65-entropy
7,0.7,0.783872714,-2.58072829246521,0.7955800000000001,0.817698859479123,-0.9836691617965698,xception65,entropy,xception65-entropy
8,0.8,0.7589854664,-2.3522875308990483,0.7955800000000001,0.817698859479123,-0.9836691617965698,xception65,entropy,xception65-entropy
9,0.9,0.7263621288,-2.0643012523651123,0.7955800000000001,0.817698859479123,-0.9836691617965698,xception65,entropy,xception65-entropy
10,1.0,0.6211531388,-1.453703761100769,0.7955800000000001,0.817698859479123,-0.9836691617965698,xception65,entropy,xception65-entropy
