severity level,percentile,ood-auroc,ood_avg_conf,id-acc,id-auroc,id_avg_conf,model name,confidence function,model name - confidence function
0,0.0,0.9084069128,0.4553232789039612,0.8387600000000001,0.8574783801237865,0.8407129645347595,xcit_small_24_p16_224_dist,softmax,xcit_small_24_p16_224_dist-softmax
1,0.1,0.8857055856,0.4995010197162628,0.8387600000000001,0.8574783801237865,0.8407129645347595,xcit_small_24_p16_224_dist,softmax,xcit_small_24_p16_224_dist-softmax
2,0.2,0.8719174051999999,0.5245977640151978,0.8387600000000001,0.8574783801237865,0.8407129645347595,xcit_small_24_p16_224_dist,softmax,xcit_small_24_p16_224_dist-softmax
3,0.30000000000000004,0.85477942,0.5514481663703918,0.8387600000000001,0.8574783801237865,0.8407129645347595,xcit_small_24_p16_224_dist,softmax,xcit_small_24_p16_224_dist-softmax
4,0.4,0.8397865956,0.5746332406997681,0.8387600000000001,0.8574783801237865,0.8407129645347595,xcit_small_24_p16_224_dist,softmax,xcit_small_24_p16_224_dist-softmax
5,0.5,0.8240785584,0.5990055203437805,0.8387600000000001,0.8574783801237865,0.8407129645347595,xcit_small_24_p16_224_dist,softmax,xcit_small_24_p16_224_dist-softmax
6,0.6000000000000001,0.8082985688,0.6223856210708618,0.8387600000000001,0.8574783801237865,0.8407129645347595,xcit_small_24_p16_224_dist,softmax,xcit_small_24_p16_224_dist-softmax
7,0.7000000000000001,0.7878400228,0.6445651650428772,0.8387600000000001,0.8574783801237865,0.8407129645347595,xcit_small_24_p16_224_dist,softmax,xcit_small_24_p16_224_dist-softmax
8,0.8,0.7568632556,0.6743634939193726,0.8387600000000001,0.8574783801237865,0.8407129645347595,xcit_small_24_p16_224_dist,softmax,xcit_small_24_p16_224_dist-softmax
9,0.9,0.7219996312000001,0.7094550728797913,0.8387600000000001,0.8574783801237865,0.8407129645347595,xcit_small_24_p16_224_dist,softmax,xcit_small_24_p16_224_dist-softmax
10,1.0,0.6245885892,0.7786800861358643,0.8387600000000001,0.8574783801237865,0.8407129645347595,xcit_small_24_p16_224_dist,softmax,xcit_small_24_p16_224_dist-softmax
