severity level,percentile,ood-auroc,ood_avg_conf,id-acc,id-auroc,id_avg_conf,model name,confidence function,model name - confidence function
0,0.0,0.8663609259999999,6.640803337097168,0.78264,0.7742970518777907,8.281506538391112,bat_resnext26ts,max_logit,bat_resnext26ts-max_logit
1,0.1,0.8386994456,6.8516387939453125,0.78264,0.7742970518777907,8.281506538391112,bat_resnext26ts,max_logit,bat_resnext26ts-max_logit
2,0.2,0.8222290804000001,6.965487957000732,0.78264,0.7742970518777907,8.281506538391112,bat_resnext26ts,max_logit,bat_resnext26ts-max_logit
3,0.30000000000000004,0.8027004228,7.0709776878356925,0.78264,0.7742970518777907,8.281506538391112,bat_resnext26ts,max_logit,bat_resnext26ts-max_logit
4,0.4,0.7848590676,7.1779117584228525,0.78264,0.7742970518777907,8.281506538391112,bat_resnext26ts,max_logit,bat_resnext26ts-max_logit
5,0.5,0.7635346331999999,7.28131628036499,0.78264,0.7742970518777907,8.281506538391112,bat_resnext26ts,max_logit,bat_resnext26ts-max_logit
6,0.6000000000000001,0.7443583252,7.381113052368164,0.78264,0.7742970518777907,8.281506538391112,bat_resnext26ts,max_logit,bat_resnext26ts-max_logit
7,0.7000000000000001,0.7183241796,7.500899314880371,0.78264,0.7742970518777907,8.281506538391112,bat_resnext26ts,max_logit,bat_resnext26ts-max_logit
8,0.8,0.6931640212000001,7.611874580383301,0.78264,0.7742970518777907,8.281506538391112,bat_resnext26ts,max_logit,bat_resnext26ts-max_logit
9,0.9,0.6586168020000001,7.7475385665893555,0.78264,0.7742970518777907,8.281506538391112,bat_resnext26ts,max_logit,bat_resnext26ts-max_logit
10,1.0,0.5823024144,8.014822959899902,0.78264,0.7742970518777907,8.281506538391112,bat_resnext26ts,max_logit,bat_resnext26ts-max_logit
