severity level,percentile,ood-auroc,ood_avg_conf,id-acc,id-auroc,id_avg_conf,model name,confidence function,model name - confidence function
0,0.0,0.905365326,0.3390304744243622,0.82304,0.8581511076169079,0.7572233080863953,coat_lite_small,softmax,coat_lite_small-softmax
1,0.1,0.8787879444,0.3921103775501251,0.82304,0.8581511076169079,0.7572233080863953,coat_lite_small,softmax,coat_lite_small-softmax
2,0.2,0.8629718031999999,0.41895633935928345,0.82304,0.8581511076169079,0.7572233080863953,coat_lite_small,softmax,coat_lite_small-softmax
3,0.30000000000000004,0.8464712476,0.4439793229103088,0.82304,0.8581511076169079,0.7572233080863953,coat_lite_small,softmax,coat_lite_small-softmax
4,0.4,0.8278075256,0.4722792506217957,0.82304,0.8581511076169079,0.7572233080863953,coat_lite_small,softmax,coat_lite_small-softmax
5,0.5,0.8133292395999999,0.4977692067623138,0.82304,0.8581511076169079,0.7572233080863953,coat_lite_small,softmax,coat_lite_small-softmax
6,0.6000000000000001,0.7944402079999999,0.5231772065162659,0.82304,0.8581511076169079,0.7572233080863953,coat_lite_small,softmax,coat_lite_small-softmax
7,0.7000000000000001,0.7719199188,0.5526085495948792,0.82304,0.8581511076169079,0.7572233080863953,coat_lite_small,softmax,coat_lite_small-softmax
8,0.8,0.745709904,0.579403281211853,0.82304,0.8581511076169079,0.7572233080863953,coat_lite_small,softmax,coat_lite_small-softmax
9,0.9,0.70796012,0.6172008514404297,0.82304,0.8581511076169079,0.7572233080863953,coat_lite_small,softmax,coat_lite_small-softmax
10,1.0,0.613349978,0.6935637593269348,0.82304,0.8581511076169079,0.7572233080863953,coat_lite_small,softmax,coat_lite_small-softmax
