severity level,percentile,ood-auroc,ood_avg_conf,id-acc,id-auroc,id_avg_conf,model name,confidence function,model name - confidence function
0,0.0,0.9061444456000001,0.31170281767845154,0.79776,0.8645642827607174,0.7364624738693237,resmlp_36_224,softmax,resmlp_36_224-softmax
1,0.1,0.8791660487999999,0.3616411685943604,0.79776,0.8645642827607174,0.7364624738693237,resmlp_36_224,softmax,resmlp_36_224-softmax
2,0.2,0.8646146336,0.38719668984413147,0.79776,0.8645642827607174,0.7364624738693237,resmlp_36_224,softmax,resmlp_36_224-softmax
3,0.30000000000000004,0.8496777792,0.41072651743888855,0.79776,0.8645642827607174,0.7364624738693237,resmlp_36_224,softmax,resmlp_36_224-softmax
4,0.4,0.8306827095999999,0.43845734000206,0.79776,0.8645642827607174,0.7364624738693237,resmlp_36_224,softmax,resmlp_36_224-softmax
5,0.5,0.8157233124,0.4616656005382538,0.79776,0.8645642827607174,0.7364624738693237,resmlp_36_224,softmax,resmlp_36_224-softmax
6,0.6000000000000001,0.7989459828000001,0.4838840365409851,0.79776,0.8645642827607174,0.7364624738693237,resmlp_36_224,softmax,resmlp_36_224-softmax
7,0.7000000000000001,0.7812944692,0.5063549876213074,0.79776,0.8645642827607174,0.7364624738693237,resmlp_36_224,softmax,resmlp_36_224-softmax
8,0.8,0.7544752551999999,0.5379424095153809,0.79776,0.8645642827607174,0.7364624738693237,resmlp_36_224,softmax,resmlp_36_224-softmax
9,0.9,0.7165095687999999,0.5759105086326599,0.79776,0.8645642827607174,0.7364624738693237,resmlp_36_224,softmax,resmlp_36_224-softmax
10,1.0,0.626279324,0.6589730381965637,0.79776,0.8645642827607174,0.7364624738693237,resmlp_36_224,softmax,resmlp_36_224-softmax
