severity level,percentile,ood-auroc,ood_avg_conf,id-acc,id-auroc,id_avg_conf,model name,confidence function,model name - confidence function
0,0.0,0.9168109736,0.3473016321659088,0.79214,0.867412598675181,0.8439104557037354,regnetx_080,softmax,regnetx_080-softmax
1,0.1,0.8895276416,0.4106530845165253,0.79214,0.867412598675181,0.8439104557037354,regnetx_080,softmax,regnetx_080-softmax
2,0.2,0.8731886892,0.4456662833690643,0.79214,0.867412598675181,0.8439104557037354,regnetx_080,softmax,regnetx_080-softmax
3,0.30000000000000004,0.8558416016,0.4812641143798828,0.79214,0.867412598675181,0.8439104557037354,regnetx_080,softmax,regnetx_080-softmax
4,0.4,0.8421023508,0.5079488754272461,0.79214,0.867412598675181,0.8439104557037354,regnetx_080,softmax,regnetx_080-softmax
5,0.5,0.8276568604000001,0.5338785648345947,0.79214,0.867412598675181,0.8439104557037354,regnetx_080,softmax,regnetx_080-softmax
6,0.6000000000000001,0.8126272192,0.5585842728614807,0.79214,0.867412598675181,0.8439104557037354,regnetx_080,softmax,regnetx_080-softmax
7,0.7000000000000001,0.7929463328,0.5870699286460876,0.79214,0.867412598675181,0.8439104557037354,regnetx_080,softmax,regnetx_080-softmax
8,0.8,0.7692237364,0.6195805072784424,0.79214,0.867412598675181,0.8439104557037354,regnetx_080,softmax,regnetx_080-softmax
9,0.9,0.7365056236,0.6636677384376526,0.79214,0.867412598675181,0.8439104557037354,regnetx_080,softmax,regnetx_080-softmax
10,1.0,0.6508399664,0.7493107914924622,0.79214,0.867412598675181,0.8439104557037354,regnetx_080,softmax,regnetx_080-softmax
